source_q,target_q,edge_type,weight
mock4-q21,mock5-q30,same-topic,0.116
mock4-q22,mock2-q14,same-topic,0.13
mock4-q22,mock6-q33,same-topic,0.086
mock4-q23,mock2-q26,same-topic,0.128
mock4-q23,ps-6,same-topic,0.113
mock4-q24,mock4-q15,same-topic,0.133
mock4-q24,mock4-q29,same-topic,0.093
mock4-q24,mock6-q25,prerequisite,0.343
mock4-q25,dbms-42,prerequisite,0.509
mock4-q25,mock2-q34,prerequisite,0.371
mock4-q25,mock4-q16,same-topic,0.123
mock4-q25,mock5-q16,same-topic,0.085
mock4-q26,mock4-q20,same-topic,0.121
mock4-q26,mock4-q31,prerequisite,0.356
mock4-q26,mock4-q33,same-topic,0.104
mock4-q27,mock4-q12,same-topic,0.122
mock4-q27,mock5-q12,same-topic,0.115
mock4-q28,ml-4,prerequisite,0.28
mock4-q28,mock5-q27,same-topic,0.086
mock4-q29,mock4-q24,same-topic,0.126
mock4-q29,mock5-q14,same-topic,0.103
mock4-q3,ai-43,cross-domain,0.456
mock4-q3,co-30,cross-domain,0.518
mock4-q3,dbms-4,cross-domain,0.796
mock4-q3,la-7,cross-domain,0.671
mock4-q3,mock3-q5,same-topic,0.137
mock4-q3,mock4-q7,same-topic,0.118
mock4-q3,mock5-q29,cross-domain,0.544
mock4-q3,mock5-q64,cross-domain,0.47
mock4-q3,mock6-q10,prerequisite,0.373
mock4-q3,mock6-q17,cross-domain,0.721
mock4-q3,mock7-q6,prerequisite,0.346
mock4-q30,mock6-q31,same-topic,0.116
mock4-q30,ps-4,same-topic,0.154
mock4-q31,mock2-q33,same-topic,0.137
mock4-q31,mock4-q35,same-topic,0.106
mock4-q32,la-11,same-topic,0.102
mock4-q32,mock4-q11,same-topic,0.134
mock4-q33,mock4-q26,same-topic,0.126
mock4-q33,mock5-q17,same-topic,0.093
mock4-q34,mock4-q14,same-topic,0.111
mock4-q34,mock5-q25,same-topic,0.099
mock4-q35,mock4-q31,same-topic,0.119
mock4-q35,mock6-q32,same-topic,0.086
mock4-q36,mock3-q47,same-topic,0.127
mock4-q36,mock4-q49,same-topic,0.09
mock4-q37,mock2-q26,same-topic,0.103
mock4-q37,ps-nat-1,same-topic,0.133
mock4-q38,la-2,same-topic,0.147
mock4-q38,la-23,same-topic,0.13
mock4-q39,ml-61,same-topic,0.137
mock4-q39,mock6-q36,same-topic,0.089
mock4-q4,mock5-q10,same-topic,0.085
mock4-q4,mock7-q5,same-topic,0.175
mock4-q40,ml-67,same-topic,0.16
mock4-q41,mock3-q56,same-topic,0.125
mock4-q41,mock5-q48,same-topic,0.114
mock4-q42,mock3-q28,same-topic,0.113
mock4-q42,mock4-q45,same-topic,0.118
mock4-q43,adaptive-hard-ml-1,same-topic,0.14
mock4-q43,mock4-q48,same-topic,0.088
mock4-q44,la-23,same-topic,0.166
mock4-q44,mock4-q55,same-topic,0.111
mock4-q45,mock4-q42,same-topic,0.126
mock4-q45,mock5-q39,same-topic,0.093
mock4-q46,mock3-q60,same-topic,0.132
mock4-q46,mock4-q59,same-topic,0.103
mock4-q47,mock3-q27,same-topic,0.127
mock4-q47,mock4-q53,same-topic,0.095
mock4-q48,mock4-q43,same-topic,0.118
mock4-q48,mock4-q57,same-topic,0.116
mock4-q49,mock4-q36,same-topic,0.13
mock4-q49,mock4-q51,same-topic,0.082
mock4-q5,mock7-q3,same-topic,0.164
mock4-q50,mock4-q62,same-topic,0.118
mock4-q50,ps-26,same-topic,0.166
mock4-q51,mock4-q49,same-topic,0.105
mock4-q51,mock4-q52,same-topic,0.111
mock4-q52,mock4-q51,same-topic,0.106
mock4-q52,mock4-q54,same-topic,0.097
mock4-q53,mock4-q47,same-topic,0.111
mock4-q53,mock4-q58,same-topic,0.094
mock4-q54,mock4-q52,same-topic,0.113
mock4-q54,mock5-q38,same-topic,0.102
mock4-q55,mock4-q44,same-topic,0.119
mock4-q55,mock5-q41,same-topic,0.114
mock4-q56,mock2-q28,same-topic,0.099
mock4-q56,mock2-q64,same-topic,0.132
mock4-q57,mock4-q48,same-topic,0.106
mock4-q57,mock4-q60,same-topic,0.091
mock4-q58,mock4-q53,same-topic,0.125
mock4-q58,mock5-q37,same-topic,0.105
mock4-q59,mock4-q46,same-topic,0.1
mock4-q59,mock5-q40,same-topic,0.114
mock4-q6,mock4-q2,same-topic,0.123
mock4-q6,mock4-q9,same-topic,0.11
mock4-q6,mock6-q7,prerequisite,0.331
mock4-q60,mock4-q57,same-topic,0.102
mock4-q60,mock4-q61,same-topic,0.103
mock4-q61,mock4-q60,same-topic,0.126
mock4-q61,mock4-q63,same-topic,0.111
mock4-q62,mock4-q50,same-topic,0.127
mock4-q63,mock4-q61,same-topic,0.116
mock4-q63,mock4-q65,same-topic,0.116
mock4-q64,mock7-q62,same-topic,0.177
mock4-q65,mock4-q63,same-topic,0.127
mock4-q65,mock5-q36,same-topic,0.085
mock4-q7,mock4-q3,same-topic,0.11
mock4-q7,mock4-q8,same-topic,0.105
mock4-q7,mock7-q8,prerequisite,0.371
mock4-q8,mock4-q10,same-topic,0.08
mock4-q8,mock4-q7,same-topic,0.132
mock4-q9,mock4-q6,same-topic,0.125
mock4-q9,mock5-q7,same-topic,0.104
mock4-q9,mock7-q7,prerequisite,0.258
mock5-q1,mock4-q1,same-topic,0.118
mock5-q1,mock5-q2,same-topic,0.101
mock5-q10,mock4-q4,same-topic,0.109
mock5-q10,mock6-q6,same-topic,0.102
mock5-q11,la-40,prerequisite,0.233
mock5-q11,mock4-q19,same-topic,0.117
mock5-q11,mock6-q11,same-topic,0.101
mock5-q11,mock7-q23,prerequisite,0.377
mock5-q12,mock4-q27,same-topic,0.103
mock5-q12,mock5-q21,same-topic,0.087
mock5-q13,mock4-q13,same-topic,0.124
mock5-q13,mock5-q23,same-topic,0.093
mock5-q13,ps-36,prerequisite,0.38
mock5-q14,mock4-q29,same-topic,0.139
mock5-q14,mock5-q15,same-topic,0.102
mock5-q15,mock5-q14,same-topic,0.126
mock5-q15,mock5-q24,same-topic,0.116
mock5-q16,dbms-8,prerequisite,0.229
mock5-q16,mock4-q25,same-topic,0.129
mock5-q16,mock5-q26,same-topic,0.116
mock5-q16,mock6-q34,prerequisite,0.528
mock5-q17,mock4-q33,same-topic,0.12
mock5-q17,mock5-q20,same-topic,0.108
mock5-q18,la-12,prerequisite,0.327
mock5-q18,la-7,prerequisite,0.528
mock5-q18,mock2-q29,same-topic,0.127
mock5-q18,mock6-q23,same-topic,0.119
mock5-q19,mock3-q16,same-topic,0.138
mock5-q19,mock3-q23,prerequisite,0.405
mock5-q19,mock5-q32,same-topic,0.088
mock5-q19,mock6-q33,prerequisite,0.401
mock5-q2,mock5-q1,same-topic,0.13
mock5-q2,mock5-q9,same-topic,0.106
mock5-q20,mock5-q17,same-topic,0.119
mock5-q20,mock5-q22,same-topic,0.098
mock5-q21,mock5-q12,same-topic,0.119
mock5-q21,mock5-q35,same-topic,0.118
mock5-q22,mock5-q20,same-topic,0.12
mock5-q22,mock5-q33,same-topic,0.086
mock5-q23,mock5-q13,same-topic,0.131
mock5-q23,mock5-q29,same-topic,0.102
mock5-q24,mock5-q15,same-topic,0.107
mock5-q24,mock5-q31,same-topic,0.111
mock5-q25,mock4-q34,same-topic,0.132
mock5-q25,mock6-q25,same-topic,0.105
mock5-q26,dbms-9,prerequisite,0.434
mock5-q26,mock5-q16,same-topic,0.114
mock5-q26,mock6-q20,same-topic,0.109
mock5-q27,ml-55,prerequisite,0.244
mock5-q27,ml-8,same-topic,0.107
mock5-q27,mock4-q28,same-topic,0.117
mock5-q28,la-nat-1,same-topic,0.111
mock5-q28,mock3-q48,same-topic,0.132
mock5-q29,ai-43,cross-domain,0.76
mock5-q29,co-30,cross-domain,0.556
mock5-q29,dbms-4,cross-domain,0.477
mock5-q29,la-7,cross-domain,0.477
mock5-q29,mock5-q23,same-topic,0.128
mock5-q29,mock5-q64,cross-domain,0.576
mock5-q29,mock6-q14,same-topic,0.098
mock5-q29,mock6-q17,cross-domain,0.453
mock5-q3,mock4-q10,same-topic,0.105
mock5-q3,mock5-q4,same-topic,0.112
mock5-q30,ml-39,prerequisite,0.424
mock5-q30,mock4-q21,same-topic,0.103
mock5-q30,mock5-q34,same-topic,0.089
mock5-q31,mock5-q24,same-topic,0.113
mock5-q31,mock6-q16,same-topic,0.098
mock5-q32,dsa-5,prerequisite,0.37
mock5-q32,mock5-q19,same-topic,0.115
mock5-q32,mock6-q19,same-topic,0.086
mock5-q33,mock5-q22,same-topic,0.104
mock5-q33,mock6-q21,same-topic,0.081
mock5-q34,ml-40,prerequisite,0.378
mock5-q34,ml-7,same-topic,0.093
mock5-q34,mock5-q30,same-topic,0.122
mock5-q35,mock5-q21,same-topic,0.12
mock5-q35,mock6-q9,same-topic,0.114
mock5-q36,mock4-q65,same-topic,0.112
mock5-q36,mock5-q42,same-topic,0.082
mock5-q37,mock4-q58,same-topic,0.125
mock5-q37,mock5-q51,same-topic,0.102
mock5-q38,mock4-q54,same-topic,0.104
mock5-q38,mock5-q45,same-topic,0.104
mock5-q39,mock4-q45,same-topic,0.117
mock5-q39,mock6-q49,same-topic,0.115
mock5-q4,mock5-q3,same-topic,0.126
mock5-q4,mock5-q6,same-topic,0.115
mock5-q40,dbms-37,cross-domain,0.634
mock5-q40,mock2-q49,cross-domain,0.53
mock5-q40,mock3-q57,cross-domain,0.702
mock5-q40,mock4-q59,same-topic,0.119
mock5-q40,mock5-q51,cross-domain,0.637
mock5-q40,mock5-q53,same-topic,0.12
mock5-q41,mock4-q55,same-topic,0.131
mock5-q41,mock5-q59,same-topic,0.082
mock5-q42,mock5-q36,same-topic,0.136
mock5-q42,mock5-q50,same-topic,0.096
mock5-q43,mock3-q64,same-topic,0.127
mock5-q43,mock5-q56,same-topic,0.118
mock5-q44,ml-48,same-topic,0.15
mock5-q44,mock5-q55,same-topic,0.109
mock5-q45,ai-17,cross-domain,0.49
mock5-q45,co-57,cross-domain,0.688
mock5-q45,dsa-6,cross-domain,0.572
mock5-q45,la-15,cross-domain,0.476
mock5-q45,mock3-q2,cross-domain,0.61
mock5-q45,mock3-q32,cross-domain,0.674
mock5-q45,mock5-q38,same-topic,0.13
mock5-q45,mock5-q46,same-topic,0.08
mock5-q46,mock5-q45,same-topic,0.104
mock5-q46,mock5-q47,same-topic,0.094
mock5-q47,mock5-q46,same-topic,0.109
mock5-q47,mock5-q52,same-topic,0.119
mock5-q48,mock4-q41,same-topic,0.106
mock5-q48,mock5-q61,same-topic,0.104
mock5-q49,mock3-q41,same-topic,0.138
mock5-q49,mock7-q36,same-topic,0.083
mock5-q5,mock3-q10,same-topic,0.117
mock5-q5,mock6-q7,same-topic,0.119
mock5-q50,mock5-q42,same-topic,0.12
mock5-q50,mock5-q57,same-topic,0.08
mock5-q51,co-45,cross-domain,0.703
mock5-q51,dbms-37,cross-domain,0.673
mock5-q51,mock2-q29,cross-domain,0.641
mock5-q51,mock2-q49,cross-domain,0.721
mock5-q51,mock3-q57,cross-domain,0.744
mock5-q51,mock5-q37,same-topic,0.107
mock5-q51,mock5-q40,cross-domain,0.545
mock5-q51,mock5-q65,same-topic,0.119
mock5-q52,mock5-q47,same-topic,0.101
mock5-q52,mock5-q54,same-topic,0.093
mock5-q53,mock5-q40,same-topic,0.119
mock5-q53,mock6-q56,same-topic,0.113
mock5-q54,mock5-q52,same-topic,0.107
mock5-q54,mock5-q62,same-topic,0.082
mock5-q55,mock5-q44,same-topic,0.128
mock5-q55,mock5-q60,same-topic,0.118
mock5-q56,mock5-q43,same-topic,0.137
mock5-q56,mock6-q38,same-topic,0.088
mock5-q57,mock5-q50,same-topic,0.13
mock5-q57,mock5-q58,same-topic,0.119
mock5-q58,mock5-q57,same-topic,0.1
mock5-q58,mock5-q64,same-topic,0.082
mock5-q59,mock5-q41,same-topic,0.107
mock5-q59,mock6-q59,same-topic,0.081
mock5-q6,ai-46,cross-domain,0.612
mock5-q6,co-53,cross-domain,0.7
mock5-q6,dbms-9,cross-domain,0.455
mock5-q6,la-17,cross-domain,0.711
mock5-q6,mock2-q37,cross-domain,0.652
mock5-q6,mock4-q18,cross-domain,0.667
mock5-q6,mock5-q4,same-topic,0.102
mock5-q6,mock5-q8,same-topic,0.099
mock5-q6,mock6-q31,cross-domain,0.786
mock5-q60,mock5-q55,same-topic,0.131
mock5-q60,mock6-q65,same-topic,0.095
mock5-q61,mock5-q48,same-topic,0.121
mock5-q61,mock7-q38,same-topic,0.096
mock5-q62,mock5-q54,same-topic,0.131
mock5-q62,mock6-q39,same-topic,0.116
mock5-q63,dsa-66,same-topic,0.139
mock5-q64,ai-43,cross-domain,0.757
mock5-q64,co-30,cross-domain,0.595
mock5-q64,dbms-4,cross-domain,0.472
mock5-q64,la-7,cross-domain,0.56
mock5-q64,mock5-q58,same-topic,0.117
mock5-q64,mock6-q17,cross-domain,0.728
mock5-q64,mock6-q61,same-topic,0.101
mock5-q65,mock5-q51,same-topic,0.125
mock5-q65,mock6-q54,same-topic,0.093
mock5-q7,mock2-q9,prerequisite,0.311
mock5-q7,mock4-q9,same-topic,0.119
mock5-q7,mock6-q10,same-topic,0.085
mock5-q8,mock5-q6,same-topic,0.129
mock5-q8,mock6-q4,same-topic,0.085
mock5-q9,mock5-q2,same-topic,0.12
mock5-q9,mock6-q1,same-topic,0.083
mock6-q1,mock5-q9,same-topic,0.129
mock6-q1,mock6-q2,same-topic,0.084
mock6-q10,mock3-q9,prerequisite,0.267
mock6-q10,mock5-q7,same-topic,0.125
mock6-q10,mock7-q10,same-topic,0.092
mock6-q11,la-45,prerequisite,0.299
mock6-q11,mock5-q11,same-topic,0.134
mock6-q11,mock6-q12,same-topic,0.096
mock6-q12,mock5-q28,prerequisite,0.296
mock6-q12,mock6-q11,same-topic,0.1
mock6-q12,mock7-q11,same-topic,0.081
mock6-q13,mock6-q15,same-topic,0.107
mock6-q13,mock6-q9,same-topic,0.13
mock6-q14,mock5-q29,same-topic,0.12
mock6-q14,mock6-q24,same-topic,0.086
mock6-q15,mock6-q13,same-topic,0.117
mock6-q15,mock6-q27,same-topic,0.115
mock6-q16,mock5-q31,same-topic,0.126
mock6-q16,mock6-q17,same-topic,0.096
mock6-q17,ai-43,cross-domain,0.645
mock6-q17,dbms-4,cross-domain,0.615
mock6-q17,la-7,cross-domain,0.597
mock6-q17,mock5-q29,cross-domain,0.744
mock6-q17,mock6-q16,same-topic,0.132
mock6-q17,mock6-q18,same-topic,0.094
mock6-q18,ai-15,cross-domain,0.472
mock6-q18,dbms-6,cross-domain,0.689
mock6-q18,mock2-q50,cross-domain,0.641
mock6-q18,mock6-q17,same-topic,0.132
mock6-q18,mock6-q30,cross-domain,0.798
mock6-q18,mock6-q6,cross-domain,0.635
mock6-q18,mock7-q16,same-topic,0.119
mock6-q18,ps-43,cross-domain,0.671
mock6-q19,dsa-29,prerequisite,0.34
mock6-q19,mock5-q32,same-topic,0.121
mock6-q19,mock7-q19,same-topic,0.103
mock6-q2,mock6-q1,same-topic,0.137
mock6-q2,mock6-q3,same-topic,0.111
mock6-q20,dbms-11,prerequisite,0.383
mock6-q20,mock5-q26,same-topic,0.101
mock6-q20,mock6-q26,same-topic,0.115
mock6-q21,mock5-q33,same-topic,0.139
mock6-q21,mock6-q22,same-topic,0.088
mock6-q22,mock6-q21,same-topic,0.117
mock6-q22,mock6-q28,same-topic,0.097
mock6-q23,la-13,prerequisite,0.372
mock6-q23,mock5-q18,same-topic,0.107
mock6-q23,mock6-q30,same-topic,0.085
mock6-q24,mock6-q14,same-topic,0.134
mock6-q24,mock7-q14,same-topic,0.101
mock6-q25,mock5-q25,same-topic,0.11
mock6-q25,mock6-q29,same-topic,0.101
mock6-q26,dbms-12,prerequisite,0.379
mock6-q26,mock6-q20,same-topic,0.133
mock6-q26,mock7-q20,same-topic,0.119
mock6-q27,mock6-q15,same-topic,0.125
mock6-q27,mock7-q9,same-topic,0.112
mock6-q28,ai-38,cross-domain,0.639
mock6-q28,co-37,cross-domain,0.546
mock6-q28,dsa-64,cross-domain,0.536
mock6-q28,la-43,cross-domain,0.607
mock6-q28,mock2-q38,cross-domain,0.592
mock6-q28,mock6-q22,same-topic,0.108
mock6-q28,mock7-q21,same-topic,0.11
mock6-q28,ps-5,cross-domain,0.681
mock6-q29,mock6-q25,same-topic,0.139
mock6-q29,mock7-q25,same-topic,0.104
mock6-q3,ai-10,cross-domain,0.477
mock6-q3,co-24,cross-domain,0.651
mock6-q3,dbms-10,cross-domain,0.454
mock6-q3,dsa-38,cross-domain,0.692
mock6-q3,la-13,cross-domain,0.571
mock6-q3,ml-msq-1,cross-domain,0.694
mock6-q3,mock6-q2,same-topic,0.112
mock6-q3,mock7-q1,same-topic,0.097
mock6-q3,ps-40,cross-domain,0.7
mock6-q30,ai-15,cross-domain,0.765
mock6-q30,dbms-6,cross-domain,0.617
mock6-q30,la-14,prerequisite,0.235
mock6-q30,ml-45,cross-domain,0.69
mock6-q30,mock2-q50,cross-domain,0.593
mock6-q30,mock6-q18,cross-domain,0.514
mock6-q30,mock6-q23,same-topic,0.114
mock6-q30,mock6-q6,cross-domain,0.683
mock6-q30,mock7-q23,same-topic,0.119
mock6-q31,ai-46,cross-domain,0.682
mock6-q31,co-53,cross-domain,0.792
mock6-q31,dbms-9,cross-domain,0.732
mock6-q31,la-17,cross-domain,0.787
mock6-q31,mock2-q37,cross-domain,0.712
mock6-q31,mock4-q18,cross-domain,0.621
mock6-q31,mock4-q30,same-topic,0.114
mock6-q31,mock5-q6,cross-domain,0.75
mock6-q31,mock7-q31,same-topic,0.093
mock6-q32,mock4-q35,same-topic,0.112
mock6-q32,mock7-q32,same-topic,0.119
mock6-q33,dsa-5,same-topic,0.083
mock6-q33,mock4-q22,same-topic,0.107
mock6-q34,dbms-42,same-topic,0.141
mock6-q34,mock7-q34,same-topic,0.096
mock6-q35,ml-31,same-topic,0.093
mock6-q35,mock2-q28,same-topic,0.106
mock6-q36,mock4-q39,same-topic,0.126
mock6-q36,mock6-q40,same-topic,0.083
mock6-q37,adaptive-hard-la-1,same-topic,0.139
mock6-q37,la-msq-1,same-topic,0.145
mock6-q38,mock5-q56,same-topic,0.121
mock6-q38,mock7-q39,same-topic,0.105
mock6-q39,mock5-q62,same-topic,0.116
mock6-q39,mock6-q41,same-topic,0.094
mock6-q4,mock5-q8,same-topic,0.13
mock6-q4,mock6-q5,same-topic,0.095
mock6-q40,mock6-q36,same-topic,0.129
mock6-q40,mock6-q48,same-topic,0.114
mock6-q41,mock6-q39,same-topic,0.113
mock6-q41,mock6-q42,same-topic,0.115
mock6-q42,mock6-q41,same-topic,0.114
mock6-q42,mock6-q43,same-topic,0.094
mock6-q43,mock6-q42,same-topic,0.118
mock6-q43,mock6-q44,same-topic,0.085
mock6-q44,mock6-q43,same-topic,0.138
mock6-q44,mock6-q45,same-topic,0.113
mock6-q45,mock6-q44,same-topic,0.137
mock6-q45,mock6-q46,same-topic,0.102
mock6-q46,mock6-q45,same-topic,0.104
mock6-q46,mock6-q47,same-topic,0.099
mock6-q47,mock6-q46,same-topic,0.126
mock6-q47,mock6-q50,same-topic,0.09
mock6-q48,mock6-q40,same-topic,0.121
mock6-q48,mock6-q52,same-topic,0.111
mock6-q49,mock5-q39,same-topic,0.113
mock6-q49,mock7-q49,same-topic,0.111
mock6-q5,mock6-q4,same-topic,0.117
mock6-q5,mock7-q4,same-topic,0.089
mock6-q50,mock6-q47,same-topic,0.12
mock6-q50,mock6-q55,same-topic,0.103
mock6-q51,mock3-q62,same-topic,0.103
mock6-q51,mock7-q51,same-topic,0.11
mock6-q52,mock6-q48,same-topic,0.121
mock6-q52,mock6-q60,same-topic,0.096
mock6-q53,mock3-q40,same-topic,0.135
mock6-q53,mock7-q53,same-topic,0.116
mock6-q54,mock5-q65,same-topic,0.107
mock6-q54,mock6-q62,same-topic,0.098
mock6-q55,mock6-q50,same-topic,0.116
mock6-q55,mock6-q57,same-topic,0.097
mock6-q56,mock5-q53,same-topic,0.106
mock6-q56,mock7-q56,same-topic,0.111
mock6-q57,mock6-q55,same-topic,0.101
mock6-q57,mock6-q58,same-topic,0.093
mock6-q58,mock6-q57,same-topic,0.112
mock6-q58,mock7-q41,same-topic,0.11
mock6-q59,mock5-q59,same-topic,0.103
mock6-q59,mock7-q59,same-topic,0.103
mock6-q6,ai-15,cross-domain,0.526
mock6-q6,dbms-6,cross-domain,0.723
mock6-q6,ml-45,cross-domain,0.508
mock6-q6,mock2-q50,cross-domain,0.615
mock6-q6,mock5-q10,same-topic,0.126
mock6-q6,mock6-q18,cross-domain,0.739
mock6-q6,mock6-q30,cross-domain,0.687
mock6-q6,mock6-q8,same-topic,0.083
mock6-q6,ps-43,cross-domain,0.586
mock6-q60,mock6-q52,same-topic,0.108
mock6-q60,mock7-q40,same-topic,0.107
mock6-q61,mock5-q64,same-topic,0.136
mock6-q61,mock6-q63,same-topic,0.104
mock6-q62,mock6-q54,same-topic,0.117
mock6-q62,mock7-q54,same-topic,0.096
mock6-q63,mock6-q61,same-topic,0.114
mock6-q63,mock6-q64,same-topic,0.097
mock6-q64,mock6-q63,same-topic,0.129
mock6-q64,mock7-q61,same-topic,0.094
mock6-q65,mock5-q60,same-topic,0.134
mock6-q65,mock7-q65,same-topic,0.094
mock6-q7,ai-38,cross-domain,0.655
mock6-q7,co-37,cross-domain,0.585
mock6-q7,dsa-64,cross-domain,0.493
mock6-q7,la-43,cross-domain,0.779
mock6-q7,mock2-q38,cross-domain,0.694
mock6-q7,mock5-q5,same-topic,0.108
mock6-q7,mock6-q28,cross-domain,0.676
mock6-q7,mock7-q7,same-topic,0.081
mock6-q7,ps-5,cross-domain,0.532
mock6-q8,mock6-q6,same-topic,0.116
mock6-q8,mock7-q6,same-topic,0.115
mock6-q9,mock5-q35,same-topic,0.135
mock6-q9,mock6-q13,same-topic,0.106
mock7-q1,mock6-q3,same-topic,0.119
mock7-q1,mock7-q2,same-topic,0.081
mock7-q10,mock2-q10,same-topic,0.112
mock7-q10,mock6-q10,same-topic,0.139
mock7-q11,la-nat-1,prerequisite,0.278
mock7-q11,mock6-q12,same-topic,0.137
mock7-q11,mock7-q12,same-topic,0.108
mock7-q12,la-35,same-topic,0.122
mock7-q12,mock7-q11,same-topic,0.125
mock7-q13,mock7-q15,same-topic,0.094
mock7-q13,mock7-q9,same-topic,0.109
mock7-q14,mock6-q24,same-topic,0.132
mock7-q14,mock7-q24,same-topic,0.087
mock7-q15,mock7-q13,same-topic,0.101
mock7-q15,mock7-q27,same-topic,0.114
mock7-q16,mock6-q18,same-topic,0.136
mock7-q16,mock7-q17,same-topic,0.085
mock7-q17,mock7-q16,same-topic,0.105
mock7-q17,mock7-q18,same-topic,0.106
mock7-q18,mock7-q17,same-topic,0.138
mock7-q18,mock7-q33,same-topic,0.109
mock7-q19,dsa-27,same-topic,0.082
mock7-q19,dsa-30,prerequisite,0.402
mock7-q19,mock6-q19,same-topic,0.102
mock7-q2,co-19,cross-domain,0.665
mock7-q2,dsa-3,cross-domain,0.472
mock7-q2,la-29,cross-domain,0.792
mock7-q2,mock2-q28,cross-domain,0.698
mock7-q2,mock2-q3,cross-domain,0.479
mock7-q2,mock2-q54,cross-domain,0.459
mock7-q2,mock3-q36,cross-domain,0.477
mock7-q2,mock7-q1,same-topic,0.114
mock7-q2,mock7-q3,same-topic,0.082
mock7-q20,mock6-q26,same-topic,0.137
mock7-q20,mock7-q26,same-topic,0.109
mock7-q21,mock6-q28,same-topic,0.133
mock7-q21,mock7-q22,same-topic,0.083
mock7-q22,mock7-q21,same-topic,0.105
mock7-q22,mock7-q28,same-topic,0.097
mock7-q23,la-17,prerequisite,0.306
mock7-q23,mock6-q30,same-topic,0.139
mock7-q23,mock7-q30,same-topic,0.107
mock7-q24,mock7-q14,same-topic,0.128
mock7-q24,ps-31,same-topic,0.103
mock7-q25,mock6-q29,same-topic,0.137
mock7-q25,mock7-q29,same-topic,0.113
mock7-q26,dbms-3,same-topic,0.098
mock7-q26,mock7-q20,same-topic,0.139
mock7-q27,mock7-q15,same-topic,0.136
mock7-q27,ps-11,same-topic,0.097
mock7-q28,mock7-q22,same-topic,0.101
mock7-q28,mock7-q35,same-topic,0.083
mock7-q29,dsa-48,same-topic,0.117
mock7-q29,mock7-q25,same-topic,0.132
mock7-q3,mock4-q5,same-topic,0.134
mock7-q3,mock7-q2,same-topic,0.111
mock7-q30,la-1,same-topic,0.107
mock7-q30,la-18,prerequisite,0.298
mock7-q30,mock7-q23,same-topic,0.101
mock7-q31,mock6-q31,same-topic,0.102
mock7-q31,ps-48,same-topic,0.082
mock7-q32,ml-12,same-topic,0.093
mock7-q32,mock6-q32,same-topic,0.132
mock7-q33,dsa-50,same-topic,0.081
mock7-q33,mock7-q18,same-topic,0.101
mock7-q34,dbms-4,same-topic,0.083
mock7-q34,mock6-q34,same-topic,0.113
mock7-q35,ml-6,same-topic,0.088
mock7-q35,mock7-q28,same-topic,0.139
mock7-q36,la-nat-2,same-topic,0.121
mock7-q36,mock5-q49,same-topic,0.106
mock7-q37,co-51,same-topic,0.101
mock7-q37,co-64,same-topic,0.149
mock7-q38,mock5-q61,same-topic,0.101
mock7-q38,ps-17,same-topic,0.099
mock7-q39,mock6-q38,same-topic,0.123
mock7-q39,ps-60,same-topic,0.131
mock7-q4,mock6-q5,same-topic,0.106
mock7-q4,mock7-q5,same-topic,0.107
mock7-q40,mock6-q60,same-topic,0.101
mock7-q40,mock7-q48,same-topic,0.096
mock7-q41,mock6-q58,same-topic,0.112
mock7-q41,mock7-q42,same-topic,0.104
mock7-q42,mock7-q41,same-topic,0.116
mock7-q42,mock7-q43,same-topic,0.111
mock7-q43,mock7-q42,same-topic,0.128
mock7-q43,mock7-q44,same-topic,0.093
mock7-q44,mock7-q43,same-topic,0.135
mock7-q44,mock7-q45,same-topic,0.098
mock7-q45,mock7-q44,same-topic,0.118
mock7-q45,mock7-q46,same-topic,0.119
mock7-q46,mock7-q45,same-topic,0.115
mock7-q46,mock7-q47,same-topic,0.097
mock7-q47,mock7-q46,same-topic,0.138
mock7-q47,mock7-q50,same-topic,0.115
mock7-q48,mock7-q40,same-topic,0.104
mock7-q48,mock7-q52,same-topic,0.095
mock7-q49,ml-44,same-topic,0.1
mock7-q49,mock6-q49,same-topic,0.133
mock7-q5,mock4-q4,same-topic,0.126
mock7-q5,mock7-q4,same-topic,0.118
mock7-q50,mock7-q47,same-topic,0.134
mock7-q50,mock7-q55,same-topic,0.107
mock7-q51,ml-55,same-topic,0.103
mock7-q51,mock6-q51,same-topic,0.133
mock7-q52,mock7-q48,same-topic,0.102
mock7-q52,mock7-q60,same-topic,0.113
mock7-q53,mock3-q12,same-topic,0.116
mock7-q53,mock6-q53,same-topic,0.125
mock7-q54,ai-17,cross-domain,0.497
mock7-q54,co-57,cross-domain,0.748
mock7-q54,dsa-6,cross-domain,0.538
mock7-q54,la-15,cross-domain,0.601
mock7-q54,mock3-q2,cross-domain,0.671
mock7-q54,mock3-q32,cross-domain,0.674
mock7-q54,mock5-q45,cross-domain,0.515
mock7-q54,mock6-q62,same-topic,0.139
mock7-q54,mock7-q62,same-topic,0.094
mock7-q55,mock7-q50,same-topic,0.121
mock7-q55,mock7-q57,same-topic,0.087
mock7-q56,dsa-53,same-topic,0.098
mock7-q56,mock6-q56,same-topic,0.103
mock7-q57,mock7-q55,same-topic,0.112
mock7-q57,mock7-q58,same-topic,0.098
mock7-q58,ml-21,same-topic,0.124
mock7-q58,mock7-q57,same-topic,0.133
mock7-q59,mock6-q59,same-topic,0.103
mock7-q6,mock6-q8,same-topic,0.14
mock7-q6,mock7-q8,same-topic,0.084
mock7-q60,ml-51,same-topic,0.1
mock7-q60,mock7-q52,same-topic,0.101
